date,symbol,open,high,low,close,adj_close,volume,daily_return,ma_20,ma_50,volatility_20,cumulative_return,target,predicted_movement,strategy_return,strategy_cumulative
2024-04-22 04:00:00,AAPL,165.52000427246094,167.25999450683594,164.77000427246094,165.83999633789062,164.65757751464844,48116400,0.005090933680292009,168.67422943115236,173.44208862304689,0.014662628820740603,4.077601013071018,1,0.0,0.0,1.0
2024-04-23 04:00:00,AAPL,165.35000610351562,167.0500030517578,164.9199981689453,166.89999389648438,165.7100067138672,49537800,0.006391623240813882,168.4781364440918,173.00621887207032,0.014687947502117408,4.103663502472928,1,0.0,0.0,1.0
2024-04-24 04:00:00,AAPL,166.5399932861328,169.3000030517578,166.2100067138672,169.02000427246094,167.81491088867188,48251800,0.012702335945464327,168.44388275146486,172.64620483398437,0.01493566253753648,4.15578961488848,1,1.0,0.012702335945464327,1.0127023359454643
2024-04-25 04:00:00,AAPL,169.52999877929688,170.61000061035156,168.14999389648438,169.88999938964844,168.6787109375,50558300,0.00514733788704369,168.27410202026368,172.34536590576172,0.014139979390708352,4.177180868223778,0,0.0,0.0,1.0127023359454643
2024-04-26 04:00:00,AAPL,169.8800048828125,171.33999633789062,169.17999267578125,169.3000030517578,168.09291076660156,44838400,-0.003472875549277221,168.16587982177734,172.05048370361328,0.013973056321645047,4.162674038921615,1,1.0,-0.003472875549277221,1.0091853467642633
2024-04-29 04:00:00,AAPL,173.3699951171875,176.02999877929688,173.10000610351562,173.5,172.262939453125,68169400,0.0248078795679465,168.33814163208007,171.8447607421875,0.01492918691803143,4.2659411551598,0,0.0,0.0,1.0091853467642633
2024-04-30 04:00:00,AAPL,173.3300018310547,174.99000549316406,170.0,170.3300018310547,169.11553955078125,65934800,-0.018270905583845587,168.41211013793946,171.60686889648437,0.015455140005633838,4.187998547087634,0,0.0,-0.0,1.0091853467642633
2024-05-01 04:00:00,AAPL,169.5800018310547,172.7100067138672,169.11000061035156,169.3000030517578,168.09291076660156,50383100,-0.006046923818450289,168.39473571777344,171.36341735839844,0.015488539878411313,4.162674038921614,1,0.0,-0.0,1.0091853467642633
2024-05-02 04:00:00,AAPL,172.50999450683594,173.4199981689453,170.88999938964844,173.02999877929688,171.79629516601562,94214900,0.02203177030205783,168.60373458862304,171.1789416503906,0.016194062595199097,4.254385117189475,1,0.0,0.0,1.0091853467642633
2024-05-03 04:00:00,AAPL,186.64999389648438,187.0,182.66000366210938,183.3800048828125,182.07249450683594,163224100,0.059816187135408816,169.28881454467773,171.1592822265625,0.02082185751311091,4.508866213505379,0,1.0,0.059816187135408816,1.0695509663206269
2024-05-06 04:00:00,AAPL,182.35000610351562,184.1999969482422,180.4199981689453,181.7100067138672,180.4144287109375,78569700,-0.00910662426188813,169.94708786010742,171.14319763183593,0.020895497608495107,4.467805663051863,1,0.0,-0.0,1.0695509663206269
2024-05-07 04:00:00,AAPL,183.4499969482422,184.89999389648438,181.32000732421875,182.39999389648438,181.0994873046875,77305800,0.0037971386138277996,170.57904891967775,171.1678204345703,0.02088155016976021,4.484770540454116,1,1.0,0.0037971386138277996,1.0736121995942998
2024-05-08 04:00:00,AAPL,182.85000610351562,183.07000732421875,181.4499969482422,182.74000549316406,181.4370880126953,45057100,0.0018641726325807628,171.32171554565429,171.1700048828125,0.020591456771838452,4.493130926959036,1,1.0,0.0018641726325807628,1.0756135980747883
2024-05-09 04:00:00,AAPL,182.55999755859375,184.66000366210938,182.11000061035156,184.57000732421875,183.2540283203125,48983000,0.010014161533997035,171.79481811523436,171.23255584716796,0.018533845465391757,4.538125865855001,0,0.0,0.0,1.0756135980747883
2024-05-10 04:00:00,AAPL,184.89999389648438,185.08999633789062,182.1300048828125,183.0500030517578,181.9913787841797,50759500,-0.006890159783695449,172.12982559204102,171.28315826416016,0.01860237908628269,4.506857453520738,1,0.0,-0.0,1.0756135980747883
2024-05-13 04:00:00,AAPL,185.44000244140625,187.10000610351562,184.6199951171875,186.27999877929688,185.2026824951172,72044800,0.017645361733017673,172.81702346801757,171.41963104248046,0.018019188577562878,4.586382583567259,1,1.0,0.017645361733017673,1.0945931890977707
